YEAR,MONTH,MONTH_BY_N,DAY,COUNTRY,STATE,STATECODE,KEY,DISTRICT,TOWN_CITY,VILLAGE,KILLED,INJURED,ARRESTS,DURATION_I,SOURCE,SOURCE_DAT,REPORTED_C,LOCAL_PREC,LINK_MADE_,OFFICIALS,OFFICIALS_,POLICE_VS_,DALIT_MUSL,TYPE_OF_PO,CODING_QUE,PROBABLE_C,RELIABILIT,NOTES
1987,June,6,27,India,Gujarat,GU,GU198706,Vadodara (Baroda),Vadodara (Baroda),,3,,12,1,Times of India,28-Jun,Other,Other,No,,,,no,"Police, Army",,Definite Case,5,"The army was called out in Baroda following group clashes and police firing. The alert to the army was sounded despite the withdrawal of a strike call by the state police association following an agreement reached earlier in the dayBefore the agreement was reached, there was violence which followed the failure of the third round of talks between the coordination committee and the state govt. The govt conceded all police demands in view of the rathyatra procession the following day which is always accompanied by group clashes. The police said that the reason for the violence could not be ascertained immediately. He felt that some elements may have tried to take advantage of the proposed strike by policemen. "
1987,June,6,29,India,Gujarat,GU,GU198706,Vadodara (Baroda),Vadodara (Baroda),,8,13,167,5,Times of India,"June 30, July 1 to 5",Previous Violence (Communal),Previous Violence (Communal),No,"Depy Mayor and BJP leader, Nalin Bhatt",,,no,"CRP, BSF, Police, Army, Border Home Guards",,Definite Case,5,"The violence broke out along the route of the funeral procession of the victim, a RSS worker, of a previos stabbing incident. Arson, assault and stone-throwing marred the route. Rioting continued for several days also at the Wadi area, known for frequent communal violence.The depy mayor and BJP leader, Nalin Bhatt, and five others were arrested in connection with the violence."
1987,July,7,1,India,Uttar Pradesh,UP,UP198707,,Meerut,,7,4,,5,Times of India,"July 2, 3, 4, 6",Public Rituals\Festivities (Other),Religious Procession,No,"RS Kauishik, IG Joseph",Yes,,no,"Police, PAC, Army",,Definite Case,5,"The police opened fire to quell a mob in the Valley Bazar area. The mob indulged in stone-throwing and hurled a bomb.The Rathyatra was taken out peacefully ona route agreed to by citizens of both communities but elsewhere in the city, there was a lot of violence. A couple of days later, reports said, violence had assumed alarming proportions despite the deployment of the army.The DM, Radhey Shyam Kaushik was transferred, and with his transfer, the govt had transferred almost all civil and police officials responsible for maintaining law and order in Meerut. Mr. I George Joseph replaced Mr. Kaushik."
1987,July,7,4,India,Delhi,DE,DE198707,,Old Delhi,,,2,6,1,Times of India,5-Jul-06,Previous Violence (Communal),Previous Violence (Communal),Yes,,,,no,,,Definite Case,5,There were ‘isolated stabbing incidents’ which served to ‘inflame passions’ following the banning of the Shahi Imam of Jama Masjid from entering Meerut (in connection with the communal riots in Meerut) and the rumor of an assault attempt on him. There was an entourage to the Masjid and traders downed their shutters. There were sporadic scenes of violence and arson.
1987,July,7,12,India,Rajasthan,RA,RA198707,,Makrana,,,,,1,Times of India,July 16 1987,Cause Insufficiently Reported,Unknown,No,Abdul Aziz (MLA),,,no,,,Definite Case,5,"There were communal clashes at Makrana ( for the third time in the past month according to the report) in which a group of 70 people armed with hockey sticks and daggers arrived from Borawa (4 kms away) and attacked some houses. Intervention by the local MLA saved the situation. He accused the police of inaction for although some CID men were present during the clash, they did not take any action."
1987,July,7,12,India,Gujarat,GU,GU198707,Vadodara (Baroda),Vadodara (Baroda),,2,,,1,Times of India,14-Jul,Cause Insufficiently Reported,Unknown,No,,,,no,,,Yes-Strong Likelihood,4, There was a group clash in Baroda and the police fired 10 rounds in the air to control the situation. Indefinite curfew was clamped. No further information is available.
1987,July,7,15,India,Uttar Pradesh,UP,UP198707,,Meerut,,5,7,,1,Times of India,July 16 1987,Previous Violence (Communal),Previous Violence (Communal),No,,,,no,CRPF,,Definite Case,5,Curfew was reimposed in Meerut after a powerful bomb explosion in a utensil shop and renewed violence occured. Several incidents of stabbing and ‘hitting’ were reported.
1987,July,7,17,India,Gujarat,GU,GU198707,Vadodara (Baroda),Vadodara (Baroda),,1,6,,1,Times of India,July 18 1987,Other,Other,No,"Nalin Bhatt (BJP, depy mayor)",,,no,,,Definite Case,5,"Curfew was imposed in Wadi and city areas following renewed mob violence after reports that the depy mayor, Nalin Bhatt, and 6 others arrested under the Anti-Terrorist Act would not be produced before the court during the hearing. There were brickbatting mobs and the situation was stated to be tense."
1987,July,7,18,India,Uttar Pradesh,UP,UP198707,,Meerut,,2,6,33,1,Times of India,19-Jul-20,Previous Violence (Communal),Previous Violence (Communal),No,,,,no,Police,,Definite Case,5,"There was an exchange of fire between police and rioters indulging in arson and violence. The trouble started when some people tried to defy curfew restrictions. When the police tried to prevent them, a mob gathered and threw stones. Curfew relaxation was cancelled."
1987,July,7,18,India,Maharashtra,MA,MA198707,,,Kabnur,,2,6,1,Times of India,July 20 1987,Cause Insufficiently Reported,Unknown,No,,,,no,,,Yes-Strong Likelihood,4,There were group clashes with incidents of violence and arson because of ‘previous enmity.’ No further information is available.
1987,July,7,19,India,Gujarat,GU,GU198707,Vadodara (Baroda),Vadodara (Baroda),,1,,,1,Times of India,July 20 1987,Previous Violence (Communal),Unknown,No,,,,no,,,Yes-Strong Likelihood,4,"Curfew was imposed in the Fathepura area of the city following renewed violence in stone-throwing and stabbing incidents. The police lobbed several teargas shells to disperse the stone throwing mobs.The cause of the sudden flare-up was not known, the police said. "
1987,July,7,21,India,Uttar Pradesh,UP,UP198707,,Meerut,,9,,,2,Times of India,"July 22, 23, 25",Previous Violence (Communal),Previous Violence (Communal),No,,,,no,"Police, PAC, Army, Madhya Pradesh Police",,Definite Case,5,"The army was called out and shoot at sight orders were issued as the communal situation in meerut took a serious turn following the death of six people in clashes on the outskirts of the town. The killing of the six poeple took place after some pilgrims on their way from Hardwar to the Pura Mahadev temple near Sakanti (on the outskirts of Meerut) were involved in a clash. The pilgrims apparently then took the law in their own hands and went on a violent rampage.The admn announced that despite curfew, all arrangements would be made to enable the pilgrims to offer Ganges water in various Shiva temples in the district on the occasion of the Shivratri festival the next day."
1987,July,7,25,India,Uttar Pradesh,UP,UP198707,Meerut,,Sarurpur Kila,2,3,,1,Times of India,July 26 1987,Accident,Accident,No,,,,no,,,Yes-Strong Likelihood,4,"The police opened fire on an unruly mob which indulged in violence, repotedly agitating following the death of a girl who was killed on July 21 last. No further information is available."
1987,August,8,19,India,Jammu and Kashmir,JK,JK198708,,Srinagar,,,75,,3,Times of India,22-Aug-87,Other,Other,No,,,Yes,no,,,,,There were police vs.unspecified mob clashes for three days at Bohri Kadal here following certain remarks made by a girl student of Vishwa Bharti school during a debate. There were sporadic clashes and stone-throwing. No further information is available.
1987,September,9,5,India,West Bengal,WB,WB198709,Calcutta,Calcutta,,,,,1,Times of India,8-Sep-87,Public Rituals\Festivities (Muharram),Religious Procession,No,,,,no,,,Yes-Strong Likelihood,4,"All the report says is:The situation in the city’s Garden Reach area, the scene of police firing on 5 Sept following a row over a Muharram procession, was peaceful today.No further information is available."
1987,September,9,6,India,Gujarat,GU,GU198709,,Surat,,,5,,1,Times of India,Sept 7 1987,Public Rituals\Festivities (Other),Religious Procession,,,,,no,,,Yes-Strong Likelihood,4,A mob indulged in stone throwing when a Ganapati festival procession was passing through a sensitive area. The police fired four rounds into the air to disperse the mobs.
1987,September,9,6,India,Maharashtra,MA,MA198709,Ahmadnagar,Ahmadnagar,,1,40,27,1,Times of India,Sept 8 1987,Public Rituals\Festivities (Other),Religious Procession,No,,,,no,,,Yes-Strong Likelihood,4,The festival was the Ganesh immersion.The police opened fire following a stone throwing incident during the procession.
1987,September,9,6,India,Gujarat,GU,GU198709,Bharuch,Rajpipla,,,2,,1,Times of India,Sept 8 1987,Cause Insufficiently Reported,Unknown,No,,,,no,,,Yes-Strong Likelihood,4,BARODA (UNI): An indefinite curfew was imposed in Rajpipla town following group clashes. The police opened fire to quell stone-throwing mobs.
1987,September,9,6,India,Karnataka,KA,KA198709,Shimoga,Shimoga,,,50,30,1,Times of India,8-Sep-87,Public Rituals\Festivities (Other),Religious Procession,No,,,,no,,,Yes-Strong Likelihood,4,The festival is not specified. The report says that a religious procession turned violent and stoned shops. The police resorted to lathi charge. No further information is available.
1987,September,9,6,India,West Bengal,WB,WB198709,Malda,,Kamalpur,7,33,30,1,Times of India,8-Sep-87,Public Rituals\Festivities (Other),Religious Procession,No,,,,no,,,Yes-Strong Likelihood,4,The festival is not specified. The report says that two groups clashed over the taking out of a religious procession . The police resorted to firing 22 rounds to disperse the brickbatting mobs. No further information is available.
1987,September,9,6,India,Maharashtra,MA,MA198709,,Chikodi,,,10,,1,Times of India,9-Sep-87,Public Rituals\Festivities (Other),Religious Procession,No,,,,no,,,Yes-Strong Likelihood,4,The festival is not specified. The police resorted to lathi charge when two groups calshed over the stoning of a religious procession by some miscreants.The figures given are a total for Chikodi and Ramdurg.
1987,September,9,6,India,Maharashtra,MA,MA198709,,Ramdurg,,,10,,1,Times of India,9-Sep-87,Public Rituals\Festivities (Other),Religious Procession,No,,,,no,,,Yes-Strong Likelihood,4,The festival is not specified. The police resorted to lathi charge when two groups calshed over the stoning of a religious procession by some miscreants.The figures given under the entry for Chikodi are a total for Chikodi and Ramdurg.
1987,September,9,18,India,Maharashtra,MA,MA198709,Aurangabad,Aurangabad,,1,20,225,2,Times of India,"Sept 20, 21, 22",Private Quarrel,Private Quarrel,No,,,,no,,,Yes-Strong Likelihood,4,The violence broke out after a dispute between a motorcyclist and an autorickshaw driver in Shahgunj locality. Rumors of violence spread quickly and gangs of youths threw stones damaging shops and wayside stalls. An attempt to set ablaze a place of worship was foiled by the timely intervention of the police.
1987,October,10,2,India,Maharashtra,MA,MA198710,Bombay,Bombay,,3,41,79,2,Times of India,"Oct 3, 4, 6, 9, 10, Nov 25, Dec 2",Private Quarrel,Private Quarrel,No,SM Mushrif (DCP Zone 2),,,no,"Police, SRP",,Definite Case,5,"Troble first erupted at a govt. milk booth following a dispute over the distribution of milk. Some residents objected to the booth vendor selling milk to one group at a premium. The altercation soon developed into a riot and there were group clashes involving stones and soda bottles. The DCP (Zone II) arrived on the scene with a police party but his car was surrounded by a mob and he thus opened his car door and fired into the air. Residents later alleged, however, that he began firing “indiscriminately” at “bystanders.”The police also had to open fire the next day following a fresh outbreak of arson and rioting."
1987,November,11,5,India,Gujarat,GU,GU198711,Ahmadabad,Ahmadabad,,,14,,1,Times of India,November 6 1987,Allegations of Unpatriotic Acts,Other,No,,,,no,"Police, SRP",,Definite Case,5,Group clashes here started soon after some miscreants started bursting crackers in a communally sensitive area upon the defeat of India in a cricket match. There were incidents of stone-throwing and stabbing.
1987,November,11,5,India,Maharashtra,MA,MA198711,Bombay,Bombay,,,20,,1,Times of India,Nov 6 1987,Allegations of Unpatriotic Acts,Other,No,,,,no,,,Definite Case,5,"There were mob clashes at Jogeshwari area following the bursting of crackers by a group of people at the imminent defeat of India in a cricket match with England. Some people took umbrage to this and this led to a clash in which stones, acid bulbs, soda bottles and burning kerosene balls were used."
1987,November,11,5,India,Maharashtra,MA,MA198711,Bombay,Bombay,,4,59,165,2,Times of India,"Nov 7, 8, 9, 10, 11",Public Rituals\Festivities (Other),Religious Procession,No,,,,no,"SRP, Police",,Definite Case,5,"The trouble was kindled when the mammoth procession taken out by the Khilafat committee (on the occasion of Mohammad Paigambar) was passing through Baburao Jagtap Marg in Agripada. There was a sudden burst of crackers which was interpreted by a section of the local population as a celebration of India’s defeat in yesterday’s cricket match. Processionists jumped out of the 100 trucks that formed the cavalcade as stones and other missiles were flung.The BJP charged that several Pakistani nationals, who had overstayed in the country, were responsible for the riots."
1987,November,11,5,India,Jammu and Kashmir,JK,JK198711,,Srinagar,,,,,1,Times of India,Nov 6 1987,Political (Agitation),Demonstration,No,,,Yes Police versus Muslims,no,,,,,The police fired in the air and burst teargas shells to disperse activists of the Islamic Students’ league staging a protest rally at Maisuma bazar here. The students were protesting against the state govt.’s decision to bar them from taking out processions in the city.
1987,November,11,23,India,West Bengal,WB,WB198711,Calcutta,Calcutta,,1,9,,1,Times of India,Nov 24 1987,Private Quarrel,Private Quarrel,No,,,,no,"Police, Eastern Frontier Rifles",,Yes-Strong Likelihood,4,A man was caught trying to procure kerosene for the third time from a shop and was manhandled. He later returned with a group of anti social elements of one community and a clash ensued. The police burst teragas shells and fired 2 rounds to bring the mobs under control.
1988,April,4,30,India,Maharashtra,MA,MA198804,,Pune,,,,108,2,Times of India,"5/1/88, 5/3/88",Desecration of Religious Site/Symbol (Temple),Desecration of Religious Site/Symbol (Temple),No,Mr. B. J. Misar (Police Commissioner)Mr. Prataprao Godse (Chairman of Shrimant Dagdusheth Halwai Ganapati Trust)Mr. S. P. Singh (Special IGP),,,no,"Police,",Yes,Yes-Strong Likelihood,4,"* The police were extremely prompt in nabbing the three culprits, and  the city was placed under a 48-hour curfew.  Godse, the chairman of the particular temple trust, appealed to the people to refrain from violence since the police had acted promptly.  The Shiv Sena, the BJP and the Patit Pavan Sanghatana immediately called for a Pune “bandh.” (TOI 5/1/88)"
1988,May,5,17,India,Maharashtra,MA,MA198805,Aurangabad,Aurangabad,,23,,400,3,Times of India,"5/18/88, 5/19/88, 5/20/88, 5/25/88",Cause Insufficiently Reported,Unknown,No,"Mr. S.B. Chavan (Chief Minister)Mr. J. T. Mahajan (Minister of State for Home)Mr. S. P. Singh (Special IGP, Law and Order)Mr. V.K. Saraf (Police Commissioner)",,,no,Police,Yes,Definite Case,5,"* It was believed that the riots were sparked off because earlier in the day the Aurangabad bench of the Bombay High Court reserved its ruling on a writ petition filed by a Shiv Sena corporator, challenging the mayoral election.  The outbreak of violence may have had something to do with the court ruling.  The clashes also broke out on the eve of Id and this added to the tension.  By the third day the fighting had spread to the neighbouring areas of Paithan town and Bidkin village.  Extra security arrangements were made in Muslim areas.  Shoot-on-sight orders were issued to the police as the city remained curfew-bound on the second day.  3,500 additional police personnel were deployed as were 480 SRP men. On the second day itself 72 stabbing incidents were reported.  (TOI 5/18/88, 5/19/88, 5/20/88 and 5/25/88)  "
1988,May,5,18,India,Karnataka,KA,KA198805,,Kolar,,1,1,,1,Times of India,19/5/1988,Cause Insufficiently Reported,Unknown,No,,,,no,Police,Yes,Yes-Strong Likelihood,4,* Dusk to dawn curfew was declared and shoot-on-sight orders were issued to the police.  The reported “group clashes” took place the at the advent of Ramzan.  Some destruction of property worth Rs. one lakh was reported. (TOI 5/19/88)
1988,June,6,24,India,West Bengal,WB,WB198806,Murshidabad,Kashimbazar,,7,7,,1,Times of India,25/6/1988,Other,"Factional Fight, Religious procession",No,,,,no,"BSF, Eastern Frontier Rifles jawans",Yes,Yes-Strong Likelihood,4,* The general tension arose when one group prevented another from holding a meeting in a particular place.  The land belonged to the Archaeological Survey of India. (TOI 6/25/88)Doesn’t Hindu-Muslim “Yes” contradict the “Strong Likelihood” clause? “Yes” sounds pretty definite.
1988,August,8,10,India,Rajasthan,RA,RA198808,,Nathdwara,,,8,,1,Times of India,11/8/1988,Cause Insufficiently Reported,Unknown,,,,,Yes,Police,Yes,Definite Case,5,"* The riot started when a group of Dalits, who were returning from prayers at a local Srinath temple, were attacked by stone-throwing mobs of town “residents.”  The police clashed with these residents in order to put an end to the violence. (TOI 8/11/88)"
1988,August,8,15,India,Jammu and Kashmir,JK,JK198808,,Srinagar,,4,25,20,4,Times of India,"8/18/88, 8/19/88",Political (Other),Unknown,Yes,"Gen. Zia-ul-Haq (President of Pakistan)Shafi Pandit (Divisional Comm. of Police)Mirwaiz Maulvi Farooq (Chairman, Awami Action Committee)",,Yes Police versus Muslims,no,"Police, army",,Yes-Strong Likelihood,4,"* These clashes, that lasted four days, broke out after people heard the news of Pakistani President Zia-ul-Haq’s death in a plane crash.  Mobs took to the streets and Maulvi Farooq was charged by the government for inciting violence.  Police firing was the reported cause of the four deaths.  The mobs were allegedly pro-Pakistan; the police imposed curfew on the city on the second day of violence and issued shoot-on-sight orders.  (TOI 8/18/88, 8/19/88)"
1988,August,8,25,India,Jammu and Kashmir,JK,JK198808,,Srinagar,,,35,,1,Times of India,26/8/1988,Cause Insufficiently Reported,Attack,,,,,no,,Yes,Yes-Strong Likelihood,4,"* Not much information is available on this riot, beyond the fact that “rival groups” clashed in sporadic day-long clashes.  The violence started when a group of 25 youths stoned a police patrol.  Five policemen were also injured.  (TOI 8/26/88)"
1988,August,8,26,India,Jammu and Kashmir,JK,JK198808,,Srinagar,,3,,,1,Times of India,27/8/1988,Cause Insufficiently Reported,Attack,,"Mirwaiz Maulvi Farooq (Chairman, Awami Action Committee)Dr. Farooq Abdullah (Chief Minister)",,"Yes Police versus unspecified ""rival groups""",no,Police,Yes,Definite Case,5,"* Police reportedly opened fire when a mob leaving the Jama Masjid after Friday prayers turned violent and stoned the police.  The police used teargas on the mob.  It is significant that this is one incident in a series of ten-day long violence in the city--while each clash is sparked off for a different reason, it is more than likely that President Zia of Pakistan’s death in a plane crash may have been the tool various individuals in the Valley used to “incite violence.” (TOI 8/27/88)"
1988,September,9,16,India,Maharashtra,MA,MA198809,,Thane,,,5,,1,Times of India,18/9/1988,Cause Insufficiently Reported,Unknown,Yes,Ananda Ganpat Maralkar (Jail police),,,no,,Yes,Yes-Strong Likelihood,4,"* This clash occured between rival rgroups of convicts within a jail compound.  A scuffle between Mannulal Singh and Hanif Gulubhai Sheikh caused other supporters of theirs to get involved.  It is believed that one gang consisted of supporters for Rama Naik while the other one supported one Ibrahim Dawood, a “notorious” character from Chembur. (TOI 9/17/88)"
1988,October,10,8,India,Uttar Pradesh,UP,UP198810,Aligarh,Aligarh,,4,27,225,5,Times of India,"10/9/88, 10/11/88, 10/12/88, 10/13/88, 10/15/88",Legal Demolition/Attempted Legal Demolition (Place of Worship),Bandh,Yes,"S.K. Tripathi (Home Secretary)Bed Prakash Trivedi (Convener, Bajrang Dal)",,,no,"Police, CRPF, PAC",Yes,Definite Case,5,"* The bandh was called by the Vishwa Hindu Parishad (VHP) in protest against the proposed march to Ayodhya by the Babri Masjid action committee, and the latter’s demand for the liberation of the Ram Janmabhoomi. The bandh, which managed to secure the day-long closure of 60 to 80 percent of the shops all over U.P., reportedly triggered off the group clashes. The clashes continued for five days and were observed in other parts of U.P. as well.  (TOI 10/9/88)"
1988,October,10,8,India,Uttar Pradesh,UP,UP198810,,Muzaffarnagar,,22,70,420,5,Times of India,"10/9/88, 10/11/88, 10/12/88, 10/13/88, 10/15/88",Legal Demolition/Attempted Legal Demolition (Place of Worship),Bandh,Yes,"S.K. Tripathi (Home Secretary)Bed Prakash Trivedi (Convener, Bajrang Dal)",,,no,"Police, CRPF, PAC",Yes,Definite Case,5,"* This riot started on the same day as the Aligarh riot, and was also sparked off during a bandh called by the Vishwa Hindu Parishad (VHP) in response to the Babri Masjid action committee’s proposed march to Ayodhya. This was the most heavy spate of riots seen in 1988.  (TOI 10/9/88)"
1988,October,10,11,India,Uttar Pradesh,UP,UP198810,,Khatauli,,2,45,30,5,Times of India,"10/12/88, 10/13/88, 10/15/88.",Legal Demolition/Attempted Legal Demolition (Place of Worship),Bandh,Yes,"Rajiv Gandhi (PM)Syed Shahabuddin (Convener, Babri Action Committee)Buta Singh (Union Home Minister)N. D. Tiwari (U.P. Chief Minister)",,,no,"Police, CRPF, PAC",Yes,Definite Case,5,"* This spate of communal violence began a few days after similar riots in neighbouring Muzaffarnagar and Aligarh--it was also triggered off by unrest over the Babri Masjid action committee’s proposed march to Ayodhya, to protest the Ram Janmabhoomi site. (TOI 10/12/88, 10/13/88, 10/15/88)"
1988,October,10,20,India,West Bengal,WB,WB198810,,Jamshedpur,,16,,,,Times of India,"10/24/88, 10/26/88",Public Rituals\Festivities (Other),Religious Procession,,,,Yes Police versus Hindus,no,"Police, BSF",Yes,Definite Case,5,"* A police lathi-charge on a procession of people immersing an idol of the goddess Durga into the river, resulted in a stampede. (TOI 10/24/88, 10/26/88)"
1988,October,10,22,India,Uttar Pradesh,UP,UP198810,Faizabad,Faizabad & Ayodhya,,6,50,250,4,Times of India,"10/23/88, 10/24/88, 10/25/88, 10/26/88.",Public Rituals\Festivities (Other),Attack,,Ram Saran Srivastava (DM)Harbhajan Singh (SP)S. K. Tripathi (Home Secretary),,,no,"Police, CRPF, PAC",Yes,Definite Case,5,"* The violence was reported to have begun during the “Bharat milap” festival, following a bomb explosion.  The Bharat milap procession is thought to have raised provocative slogans regarding the Ram Janmabhoomi issue. Faizabad was under curfew for three days. (TOI 10/23/88)"
1989,April,4,,India,Rajasthan,RA,RA198904,Bhilwara,Beegod,,,12,,60,Times of India,2-Jun,Public Rituals\Festivities (Other),Unknown,,,,,no,,,Definite Case,5,"The article on June 3rd is about the reopening of shops in Beegod after having been closed for two months following a communal clash.A bandh was being observed in the town on the call of the Hindu Raksha Samiti. It demamded the removal of the sarpanch Chandmal Vyas, who had shielded members of a particular community involved in communal violence that occured on the occasion of Sheetlashtmi. "
1989,May,5,,India,Maharashtra ,MA,MA198905,Marathwada,Beed,,,,100,14,Times of India,8-Jun,Cause Insufficiently Reported,Unknown,,,,,no,,,Definite Case,5,100 Held In Beed As Precaution.Aurangabad June 7: More than a 100 people belonging to communal organizations have been taken into custody and a heavy police force has been deployed in view of tomorrow’s bandh called by the Shiv Sena.Beed has been in the grip of communal tension in the past fortnight following incidents of stabbing and arson.Prohibitory orders have been promulgated and a ban has been enforced on the carrying of weapons and movement of people after 11 pm. The police have seized a large quantity of arms following searches of Shiv Sena’s leaders houses in Beed.
1989,June,6,1,India,Rajasthan,RA,RA198906,Sirohi,,Jawal,2,20,,1,Times of India,4-Jun,Quarrels Over Women (Eve Teasing),Unknown,,R Ramakrishna (State Home Secy),,,no,,,Yes-Strong Likelihood,4,"This report of rioting is part of an article on communal violence in Rajasthan. The information on each riot is perfunctory. According to Mr. Ramakrishna, the violence was basically ‘stray incidents of law and order which had been blown up into cases of communal violence’. The violence was a result of eve-teasing."
1989,June,6,1,India,Rajasthan,RA,RA198906,Jaipur,Jaipur,,1,,,1,Times of India,4-Jun,Cause Not Reported,Previous Violence (Other),,R Ramakrishna (State Home Secy),,,no,,,Yes-Strong Likelihood,4,"This report of rioting is part of an article on communal violence in Rajasthan. The information on each riot is perfunctory. According to Mr. Ramakrishna, the violence was basically ‘stray incidents of law and order which had been blown up into cases of communal violence’.The article says that tension prevailed in Jaipur when the member of a particular community was killed after a dispute."
1989,June,6,28,India,Delhi,DE,DE198906,,New Delhi,,1,11,,1,Times of India,2-Jul,Cause Insufficiently Reported,Unknown,,Ajay Aggarwal (additional commissioner of police),,,no,,,Definite Case,5,This riot took place in Tilak Vihar in West Delhi. It started with a clash between two groups of boys at around 8:15 on the 28th night.
1989,June,6,30,India,Delhi,DE,DE198906,,New Delhi,,2,1,,1,Times of India,2-Jul,Cause Insufficiently Reported,Unknown,,Ajay Aggarwal (additional commissioner of police),,,no,,,Definite Case,5,"This riot took place in Tilak Vihar in West Delhi. A group of boys from one community went on aspree of random violence. They first attacked Khurshid Alam,35, who was heading for his home in the JJ Colony in Khyala, behind Tilak Nagar. Mr. Aggarwal said that the boys who numbered around 12 were the same ones who had coused rioting here on June 28. He was confident of arresting them since they had been identified."
1989,June,6,,India,Rajasthan,RA,RA198906,Tonk,Tonk,,1,,,,Times of India,4-Jun,Quarrels Over Women (Eve Teasing),Unknown,,R Ramakrishna (State Home Secy),,,no,,,Definite Case,5,"This report of rioting is part of an article on communal violence in Rajasthan. The information on each riot is perfunctory. According to Mr. Ramakrishna, the violence was basically ‘stray incidents of law and order which had been blown up into cases of communal violence’. Tonk was rocked by violence when a youth was killed over the issue of eve-teasing. Cufew continued on June 4 in some parts of Tonk city while the police took out a flag march on the 3rd."
1989,July,7,3,India,Maharashtra,MA,MA198907,Buldana,Chikhli,,3,3,,1,Times of India,4-Jul,Political (Agitation),Bandh procession,,D.M. Sukhthankar (State Chief Secy),,,no,,,Definite Case,5,"A 5000 strong bandh procession of BJP, Shiv Sena and RSS workers were in the vicinity of a mosque on the day of the Maharashtra bandh when stone-throwing started. The police intervened and had to resort to firing. The situation was reported to be under control but tense.Mr. Sukhthankar said that there were ‘stray violent incidents in other places but none of them were serious’."
1989,July,7,14,India,Tamil Nadu,TN,TN198907,Kamarajar,Arupukottai,,3,11,,1,Times of India,15-Jul,Desecration of Religious Site/Symbol (Unknown),Desecration of Religious Site/Symbol (Unknown),,,,,no,,,Definite Case,5,"There was a clash between members of two communities when some people objected to the erction of a flag post by the other community near a place of worship.The injured included a police officer. 5 shops, 2 houses and a clinic were burnt down and the loss was estimated at 3 lakhs."
1989,August,8,11,India,Uttar Pradesh,UP,UP198908,Meerut,Meerut,,1,3,,1,Times of India,13-Aug,Cause Insufficiently Reported,Previous Violence (Other),,,,,no,,,Definite Case,5,"Tension gripped the trouble-prone localities of the walled city following a clash between members of two communities in Baniya Pada locality.According to the police, a Prakash Rastogi,46, was fatally stabbed by members of another community at 5 pm after a Mr. Yusuf who was going on a motorcycle sustained bullet injuries.The second incident occured in the same locality half an hour later when Ashok,48, and Vijay,43, were stabbed by miscreants. Brickbatting was also reported from several sensitive localities in the city."
1989,August,8,12,India,Bihar,BI,BI198908,Bhagalpur,Bhagalpur,,,,5,1,Times of India,14-Aug-15,Cause Insufficiently Reported,Religious Procession,,Arun Jha (DM),,,no,,,Definite Case,5,"More than 6 govt. vehicles were damaged and an unknown number of people killed in communal violence in Parvati Mohalla. The rioting started when a religious procession was stoned by unidentified people from rooftops in Parvati Mohalla and the processionists were fired at from rooftops near the Bishaharithan.The irate mob belonging to one community looted 2 shops belonging to members of the other community. The police fired 4 rounds to disperse the crowds while rioters themselves had fired 1 round and had used sharp weapons against each other. Prohibitory orders were promulgated.The DM said that no arrests had so far been made and that the situation was volatile.The admn had been informed about tension in the area on the 10th when organisers of a religious ceremony at Bishaharithan had shoute dnati police and anti admn slogans when the latter had tried to remove encroachments on the road.An uneasy calm prevailed on the 13th in Parvati, Tatarpur, Kotwali and Mojahidpur areas of the town. Among the 5 arrested on that day was a NSUI worker who was allegedly behind the rioting."
1989,August,8,13,India,Uttar Pradesh,UP,UP198908,,Varanasi,,,6,,1,Times of India,14-Aug,Public Rituals\Festivities (Muharram),Religious Procession,,,,,no,,,Yes-Strong Likelihood,4,Curfew was clamped in eight police stations in the city following police firing on a Moharram procession early on Aug 13. The police opened fire in the Gauraganj locolity following clashes when a Duldul procession was prevented from taking an unauthorized route.
1989,August,8,16,India,West Bengal,WB,WB198908,Calcutta,Calcutta ,,2,11,,1,Times of India,18-Aug,Cause Insufficiently Reported,Accident,,Sultan Ahmed (Cong-I MLA),,Yes Police versus Muslims,no,"Police, Eastern Frontier Rifles",,Definite Case,5,"In the Entally-Beniapukur area of the city, was in the grip of tension following a road accident wherein the members of a minority community (Muslims) were run over by a public bus. Mr. Ahmed, who was present at Entally around the time of the clash, said that large numbers of Muslims gathered in the area and tried to set the bus on fire. This was opposed by members of the majority community . The police intervened and bore the brunt of the violence. The clash was officially described as police versus Muslims. The police fired 30 rounds of teargas shells and later opened fire. There were rumors that the mosque in the area was also attacked and bombs had been hurled at the building.Mr. Ahmed said that those who burnt the bus and those who opposed it clashed and hurled bombs. The DCP and 10 others, 9 of which were policemen, were injured."
1989,August,8,16,India,West Bengal,WB,WB198908,Calcutta,Calcutta ,,1,2,31,1,Times of India,18-Aug,Quarrels Over Women (Eve Teasing),Unknown,,,,,no,"Police, Eastern Frontier Rifles",,Definite Case,5,"Tension had been building up over Muharram processions in Metiabruz locality of Calcutta. Although Muharram day (12th) passed off peacefully, tension broke out in the open on the 16th. One person died, two were injured and 31 arrested in a clash over eve-teasing in the Pilkhana area."
